University;Year;Academic Reputation (AR);Employer Reputation (ER);Faculty Student Ratio (FSR);Citations per Faculty (CPF);International Faculty Ratio (IFR);International Student Ratio (ISR);International Research Network (IRN);Employment Outcomes (GER);Sustainability (SUS)
"National Technical University ""Kharkiv Polytechnic Institute""";2025;6,5;10,6;54,3;1,3;1,7;20,1;11,4;4;1,6
